Unnamed: ,Age,City,Profession,Marital Status,Education,No. of Family members,Annual Income,Would you prefer replacing all your vehicles to Electronic vehicles?,If Yes/Maybe what type of EV would you prefer?,Do you think Electronic Vehicles are economical?,Which brand of vehicle do you currently own?,How much money could you spend on an Electronic vehicle?,Preference for wheels in EV,Do you think Electronic vehicles will replace fuel cars in India?
608,28,Pune,None,Single,Post Graduate,4,2327908.513,No,SUV,Yes,Nissan,<5 lakhs,3,"Yes, in <20years"
609,26,Satara,Working Professional,Married,Graduate,3,2941494.642,Yes,SUV,Yes,Honda,<5 lakhs,4,"Yes, in <20years"
610,29,Pune,Business,Single,Post Graduate,8,2688821.36,Yes,SUV,Yes,Honda,<15 lakhs,4,"Yes, possibly after 20 years"
611,60,Faridabad,Salaried,Single,Graduate,5,2103358.712,No,SUV,No,Tata,<25 lakhs,2,"Yes, possibly after 20 years"
612,28,Hakdwani,Working Professional,Single,Graduate,5,2174807.292,Yes,SUV,Yes,Hyundai,<15 lakhs,2,"Yes, in <20years"
613,26,Pune,None,Single,Graduate,5,3150420.503,Yes,Sedan,Yes,Hyundai,<15 lakhs,4,"Yes, in <20years"
614,23,Pune,Working Professional,Single,Graduate,4,2978342.227,No,Sedan,Yes,KIA,<15 lakhs,4,"Yes, in <20years"
615,21,pUNE,None,Single,Graduate,4,1879192.826,Yes,Sedan,Yes,Tata,<15 lakhs,2,"Yes, in <10 years"
616,29,Pune,None,Married,Graduate,6,8905326.438,Yes,SUV,Maybe,Honda,<25 lakhs,4,"Yes, in <10 years"
617,26,Pune,Business,Single,Graduate,5,2376578.697,Yes,SUV,Yes,McLaren,<15 lakhs,4,"Yes, in <10 years"
618,29,Pune,Working Professional,Married,Post Graduate,4,2842433.545,Yes,Hatchback,Yes,KIA,<15 lakhs,2,I don't think so
619,31,Pune,Salaried,Married,Graduate,3,2029482.815,Yes,Cabrio,Yes,Honda,<5 lakhs,2,"Yes, possibly after 20 years"
620,27,Chandrapur,Working Professional,Married,Graduate,8,2180626.206,Yes,SUV,Yes,Hyundai,<15 lakhs,4,"Yes, possibly after 20 years"
621,70,Gurugram,Working Professional,Single,Graduate,4,2856176.467,Maybe,SUV,Yes,KIA,<5 lakhs,4,"Yes, in <20years"
622,30,Pune,None,Single,Graduate,5,3045775.423,Yes,SUV,Yes,Tata,700000,4,"Yes, in <10 years"
623,30,New Delhi,Working Professional,Single,Post Graduate,4,2874119.692,Yes,SUV,Yes,Tata,<15 lakhs,4,"Yes, in <10 years"
624,29,Karnal,Working Professional,Married,Graduate,5,1669160.289,Maybe,Hatchback,No,Hyundai,<25 lakhs,4,"Yes, in <10 years"
625,31,Pune,None,Single,Graduate,4,1133995.823,Maybe,SUV,Yes,Tata,<5 lakhs,2,"Yes, in <20years"
626,32,Pune,Working Professional,Single,Graduate,4,2052662.195,Maybe,Hatchback,No,McLaren,<25 lakhs,4,"Yes, in <10 years"
627,61,Pune,None,Married,Graduate,4,1876904.011,Yes,Sedan,Yes,Tata,>25 lakhs,2,"Yes, in <20years"
628,26,Pune,None,Single,Post Graduate,8,1757139.066,No,Cabrio,Yes,Maruti,<5 lakhs,4,"Yes, in <20years"
629,26,Kashipur,Working Professional,Single,Graduate,7,1859463.289,Yes,Sedan,Yes,Audi,<15 lakhs,4,"Yes, possibly after 20 years"
630,27,Pune,None,Single,Post Graduate,4,1565424.386,Yes,SUV,Yes,KIA,<15 lakhs,4,I don't think so
631,21,Haldwani,None,Single,Graduate,3,2927966.287,Yes,Sedan,Yes,Volkswagen,<15 lakhs,3,"Yes, in <20years"
632,28,Pune,None,Single,Graduate,6,3166178.828,Yes,Sedan,Maybe,MG,>25 lakhs,2,"Yes, in <20years"
633,27,Nagpur,Working Professional,Married,Graduate,4,2280261.678,Maybe,SUV,Yes,Tata,<5 lakhs,4,"Yes, in <10 years"
634,25,Chandrapur,Working Professional,Single,Graduate,4,2737453.213,Yes,SUV,Yes,KIA,<5 lakhs,2,"Yes, in <20years"
635,56,Pune,None,Single,Graduate,3,2884047.423,Yes,Cabrio,Yes,Honda,<15 lakhs,2,"Yes, in <10 years"
636,60,Pune,None,Married,Graduate,8,2085305.583,Yes,SUV,Yes,Hyundai,<25 lakhs,2,"Yes, in <10 years"
637,25,Pune,None,Single,Graduate,4,2989668.911,Maybe,Cabrio,No,BMW,<15 lakhs,2,"Yes, in <20years"
638,27,Pune,None,Single,Graduate,4,2242413.354,Yes,SUV,Yes,KIA,<25 lakhs,2,"Yes, in <20years"
639,33,Pune,Working Professional,Married,Graduate,1,1945079.357,Maybe,Sedan,Yes,MG,<5 lakhs,4,"Yes, possibly after 20 years"
640,30,Haldwani,None,Single,Graduate,5,55197.77104,Yes,SUV,Yes,Nissan,<25 lakhs,4,"Yes, in <20years"
641,30,Pune,None,Single,Post Graduate,4,2186782.394,No,Hatchback,Yes,Honda,<5 lakhs,4,"Yes, in <10 years"
642,26,Jalandhar,None,Married,Graduate,3,2031999.748,Yes,Hatchback,No,Nissan,>25 lakhs,4,"Yes, in <10 years"
643,27,Pune,None,Single,Post Graduate,0,1780703.109,Yes,Sedan,Maybe,Nissan,<15 lakhs,3,"Yes, in <20years"
644,32,Pune,None,Married,Graduate,5,539620.6038,Yes,Liftback,No,KIA,<25 lakhs,4,"Yes, in <20years"
645,31,Pune,Business,Married,Graduate,2,1715227.22,Yes,Liftback,Yes,Hyundai,<15 lakhs,3,"Yes, in <20years"
646,32,Pune,None,Single,Graduate,3,2506782.86,No,Hatchback,Yes,KIA,<15 lakhs,4,"Yes, possibly after 20 years"
647,25,Pune,None,Single,Graduate,5,2567246.595,Yes,Sedan,Yes,Nissan,<5 lakhs,4,"Yes, in <20years"
648,26,Pune,Business,Single,Graduate,4,2570821.765,Yes,SUV,Yes,KIA,<15 lakhs,4,"Yes, in <20years"
649,28,Faridabad,Working Professional,Single,Graduate,4,2414140.957,Yes,SUV,Yes,Honda,<5 lakhs,4,"Yes, in <20years"
650,54,Pune,None,Single,Graduate,4,1307413.263,Yes,SUV,Yes,KIA,<15 lakhs,4,"Yes, in <10 years"
651,28,Pune,Working Professional,Single,Post Graduate,1,2522111.153,No,Sedan,No,Hyundai,<25 lakhs,4,"Yes, possibly after 20 years"
652,30,Pune,Working Professional,Single,Graduate,4,1674695.236,Yes,Liftback,Yes,Tata,<5 lakhs,2,"Yes, possibly after 20 years"
653,31,Pune,None,Single,Graduate,4,2998420.641,Yes,Liftback,Yes,KIA,<15 lakhs,2,"Yes, in <10 years"
654,66,Nagpur,Business,Married,Graduate,4,1796744.653,No,Sedan,Yes,Nissan,<5 lakhs,4,"Yes, in <20years"
655,53,Satara,Business,Single,Graduate,5,2121570.708,No,SUV,Yes,Tata,<15 lakhs,2,"Yes, in <10 years"
656,30,Delhi,None,Married,Graduate,5,3292477.063,Yes,Hatchback,Yes,Maruti,<15 lakhs,4,"Yes, in <20years"
657,56,Mumbai,None,Married,Graduate,6,12821282.03,Yes,Liftback,Yes,Hyundai,<15 lakhs,4,"Yes, in <10 years"
658,24,Hakdwani,Working Professional,Married,Graduate,4,1401785.422,Yes,Sedan,Yes,Honda,<15 lakhs,4,I don't think so
659,28,Kashipur,Business,Married,Post Graduate,3,2833114.777,Yes,SUV,Yes,Hyundai,>25 lakhs,4,"Yes, in <10 years"
660,31,Pune,None,Married,Graduate,4,1107218.473,No,Sedan,Yes,Tata,<25 lakhs,4,"Yes, possibly after 20 years"
661,25,Pune,None,Married,Post Graduate,5,2931489.499,Yes,SUV,Yes,Honda,<5 lakhs,3,"Yes, in <20years"
662,54,Pune,Business,Single,Post Graduate,4,2558078.459,No,Sedan,Yes,Maruti,<5 lakhs,3,"Yes, in <10 years"
663,27,Pune,Business,Married,Graduate,4,1748839.978,Yes,SUV,Yes,Hyundai,<5 lakhs,2,"Yes, possibly after 20 years"
664,32,Pune,None,Married,Graduate,4,2614768.329,No,SUV,No,Tata,<25 lakhs,4,"Yes, in <20years"
665,32,Pune,None,Single,Graduate,4,2625336.917,Yes,SUV,Maybe,Honda,<15 lakhs,4,"Yes, in <20years"
666,27,Ahmedabad,None,Married,Post Graduate,4,2973206.094,Yes,Sedan,Maybe,Nissan,<25 lakhs,4,"Yes, in <10 years"
667,31,Delhi,None,Married,Graduate,4,1138651.95,Yes,Sedan,Yes,Volkswagen,<5 lakhs,2,"Yes, in <20years"
668,56,Nashik,Salaried,Single,Graduate,6,3022469.818,Maybe,Sedan,Yes,Nissan,<5 lakhs,4,"Yes, in <20years"
669,55,Pune,None,Single,Graduate,3,2822635.43,Yes,SUV,No,Tata,<25 lakhs,2,"Yes, in <10 years"
670,26,Pune,None,Married,Graduate,4,2638963.795,Yes,SUV,Yes,Hyundai,<15 lakhs,4,"Yes, in <20years"
671,32,Pune,None,Single,Post Graduate,5,2615696.523,Maybe,SUV,Yes,Maruti,<15 lakhs,2,"Yes, in <20years"
672,29,Pune,Business,Single,Post Graduate,4,971255.5783,Yes,SUV,Yes,Maruti,<5 lakhs,4,"Yes, in <20years"
673,53,Noida,None,Single,Post Graduate,5,2934789.908,Maybe,SUV,Yes,Hyundai,<5 lakhs,4,"Yes, in <20years"
674,23,New Delhi,Working Professional,Single,Graduate,4,3091967.679,Yes,SUV,No,Hyundai,<15 lakhs,4,"Yes, in <10 years"
675,27,Pune,Working Professional,Single,Graduate,4,2164653.314,Yes,Liftback,Yes,Hyundai,700000,2,"Yes, in <20years"
676,25,Pune,None,Married,Graduate,4,2854988.038,Yes,SUV,Yes,Honda,<5 lakhs,4,"Yes, in <20years"
677,28,Banglore,None,Single,Post Graduate,4,3328867.663,Yes,Sedan,Yes,Honda,<15 lakhs,4,"Yes, in <10 years"
678,26,Pune,Business,Married,Graduate,3,3047860.152,No,SUV,Yes,Tata,<15 lakhs,4,"Yes, in <10 years"
679,31,Pune,None,Single,Post Graduate,4,1098812.691,Yes,Sedan,Yes,Tata,<5 lakhs,4,"Yes, in <10 years"
680,23,Delhi,None,Single,Graduate,3,2694726.82,Maybe,Sedan,Maybe,Maruti,<25 lakhs,2,I don't think so
681,56,Satara,Working Professional,Single,Graduate,4,2972939.569,Yes,Sedan,Yes,Honda,<15 lakhs,4,"Yes, in <10 years"
682,27,Noida,Business,Single,Graduate,4,2190760.643,Yes,Hatchback,Yes,Maruti,<25 lakhs,4,"Yes, in <20years"
683,50,Pune,None,Married,Graduate,4,2317686.857,No,Sedan,Yes,MG,<25 lakhs,4,"Yes, in <20years"
684,29,Pune,None,Single,Graduate,4,2683147.836,Yes,SUV,Yes,MG,<15 lakhs,4,"Yes, in <10 years"
685,28,Mumbai,Business,Single,Graduate,3,2318823.179,Maybe,SUV,No,Tata,<15 lakhs,2,"Yes, in <10 years"
686,24,Pune,None,Single,Graduate,4,1967478.18,Maybe,SUV,Yes,Tata,<15 lakhs,2,"Yes, in <20years"
687,27,Mumbai,Working Professional,Single,Post Graduate,4,2608011.489,Yes,Sedan,No,Hyundai,2000000,4,"Yes, in <10 years"
688,26,Noida,Working Professional,Single,Graduate,4,2492366.74,Yes,Sedan,No,Nissan,<15 lakhs,3,"Yes, in <10 years"
689,31,Pune,None,Married,Post Graduate,4,1195634.109,Yes,SUV,Yes,Maruti,<15 lakhs,4,"Yes, in <20years"
690,25,Pune,Business,Single,Graduate,8,2198501.602,Yes,Hatchback,Yes,Nissan,<15 lakhs,2,"Yes, in <10 years"
691,25,pune,Working Professional,Married,Post Graduate,5,2141128.95,Yes,Liftback,Yes,Maruti,<5 lakhs,4,"Yes, in <20years"
692,20,Faridabad,Working Professional,Single,Graduate,0,1464284.138,Maybe,SUV,Yes,Maruti,<25 lakhs,2,"Yes, possibly after 20 years"
693,26,Pune,Working Professional,Married,Post Graduate,5,3046646.718,Yes,Sedan,Yes,Nissan,<5 lakhs,4,"Yes, in <20years"
694,66,Patiyala,Working Professional,Married,Post Graduate,3,3036853.746,Yes,Hatchback,Yes,Honda,<25 lakhs,4,"Yes, in <10 years"
695,27,Nagpur,Business,Single,Graduate,5,2920567.093,No,Hatchback,Yes,Hyundai,<15 lakhs,4,"Yes, in <20years"
696,27,Pune,Working Professional,Single,Graduate,4,2815964.387,Yes,Sedan,Yes,Volkswagen,<15 lakhs,2,"Yes, in <10 years"
697,31,Nashik,Working Professional,Married,Graduate,5,2119186.588,Yes,SUV,Yes,Tata,<15 lakhs,4,I don't think so
698,25,Pune,Working Professional,Married,Graduate,5,3064160.509,Yes,SUV,Maybe,Maruti,2000000,4,"Yes, in <10 years"
699,66,Pune,Business,Single,Graduate,4,2552664.122,No,SUV,Yes,Nissan,<5 lakhs,4,"Yes, in <20years"
700,55,Pune,Salaried,Single,Graduate,6,2535338.395,Yes,SUV,Maybe,Tata,<25 lakhs,4,"Yes, in <10 years"
701,30,Chennai,None,Single,Graduate,4,2621036.741,Yes,SUV,Yes,Maruti,2000000,4,"Yes, in <20years"
702,27,Gurugram,None,Single,Graduate,4,2546098.191,Yes,Sedan,Yes,Tata,<5 lakhs,4,"Yes, in <10 years"
703,25,Pune,None,Single,Graduate,6,2132492.814,Yes,SUV,Yes,Hyundai,<5 lakhs,2,I don't think so
704,29,Delhi,Working Professional,Married,Graduate,4,2824605.315,Yes,SUV,Yes,Hyundai,<15 lakhs,2,"Yes, in <20years"
705,29,Pune,None,Married,Graduate,4,2155995.167,Maybe,SUV,Yes,Honda,<5 lakhs,4,"Yes, in <20years"
706,28,Gurugram,None,Married,Graduate,8,1463207.821,Yes,SUV,Yes,KIA,<15 lakhs,4,"Yes, in <10 years"
707,29,Pune,None,Married,Graduate,4,2568758.297,Yes,Sedan,Maybe,KIA,<15 lakhs,4,"Yes, possibly after 20 years"
708,20,Pune,Working Professional,Married,Graduate,4,2519024.262,Yes,SUV,Yes,Hyundai,<5 lakhs,4,"Yes, in <20years"
709,22,Karnal,Working Professional,Single,Graduate,2,2472504.39,Yes,SUV,No,Hyundai,<5 lakhs,3,"Yes, in <10 years"
710,27,Faridabad,None,Single,Graduate,3,2676280.792,Yes,Hatchback,Yes,Tata,<5 lakhs,4,"Yes, in <20years"
711,25,Pune,Working Professional,Single,Post Graduate,4,3076467.793,Maybe,Hatchback,Yes,Volkswagen,<25 lakhs,2,"Yes, in <20years"
712,31,Serampore,Business,Single,Graduate,4,2207238.658,Yes,Sedan,Maybe,KIA,<15 lakhs,4,"Yes, in <20years"
713,27,Nagpur,None,Married,Graduate,5,2404376.734,Yes,Sedan,Yes,Honda,<5 lakhs,4,"Yes, in <20years"
714,27,Pune,Business,Married,Graduate,8,1797447.125,No,Hatchback,Yes,Honda,<25 lakhs,4,"Yes, in <20years"
715,29,Pune,Working Professional,Single,Graduate,2,1313613.303,Yes,Sedan,Yes,Tata,<5 lakhs,2,"Yes, in <10 years"
716,31,Delhi,None,Single,Graduate,8,1893584.989,Yes,SUV,Yes,KIA,<15 lakhs,4,I don't think so
717,31,Mumbai,None,Single,Graduate,1,2532366.948,No,SUV,Maybe,Tata,<15 lakhs,2,"Yes, in <20years"
718,31,Chandrapur,Business,Married,Graduate,4,588701.8791,Yes,SUV,Yes,Maruti,>25 lakhs,4,"Yes, in <10 years"
719,28,Hakdwani,Working Professional,Married,Post Graduate,5,1362588.156,No,SUV,Yes,McLaren,<5 lakhs,4,"Yes, in <10 years"
720,53,Mumbai,Working Professional,Single,Post Graduate,8,2790312.021,Yes,Hatchback,Yes,Hyundai,<15 lakhs,2,"Yes, in <10 years"
721,30,Pune,Business,Married,Post Graduate,4,1171294.197,Yes,SUV,No,Tata,<25 lakhs,4,"Yes, in <10 years"
722,30,Pune,Business,Married,Post Graduate,4,2785582.113,No,SUV,Yes,Honda,<15 lakhs,4,"Yes, in <20years"
723,28,Pune,None,Single,Post Graduate,5,1819602.557,No,SUV,Yes,KIA,<5 lakhs,4,"Yes, possibly after 20 years"
724,65,Satara,None,Single,Graduate,4,1827041.056,Yes,SUV,Yes,MG,<5 lakhs,4,"Yes, in <10 years"
725,29,Kashipur,Working Professional,Single,Graduate,4,1579990.651,Yes,Sedan,Yes,Hyundai,<5 lakhs,4,"Yes, in <10 years"
726,30,Pune,None,Single,Post Graduate,4,8445876.037,Yes,Sedan,Yes,Tata,<5 lakhs,2,"Yes, in <20years"
727,29,Delhi,Working Professional,Married,Post Graduate,4,1940607.214,Maybe,Hatchback,Yes,McLaren,<15 lakhs,4,"Yes, in <10 years"
728,28,Mumbai,None,Single,Graduate,4,2751913.504,Yes,Hatchback,Yes,Honda,<15 lakhs,4,"Yes, in <20years"
729,27,Banglore,None,Married,Post Graduate,4,2897951.906,Yes,SUV,Yes,Honda,<25 lakhs,2,"Yes, in <10 years"
730,18,Pune,Working Professional,Single,Graduate,4,2457718.58,Yes,Sedan,Yes,Tata,<15 lakhs,3,"Yes, in <20years"
731,31,Pune,Working Professional,Married,Graduate,4,2276520.904,Yes,SUV,Yes,Hyundai,<5 lakhs,4,"Yes, in <20years"
732,32,Pune,Working Professional,Single,Graduate,4,2364297.018,Yes,SUV,No,KIA,<5 lakhs,4,"Yes, possibly after 20 years"
733,31,Pune,None,Single,Graduate,4,1699403.237,No,Sedan,Yes,Hyundai,<25 lakhs,4,"Yes, in <10 years"
734,49,Pune,Working Professional,Single,Post Graduate,4,2830353.855,Maybe,Sedan,Yes,Honda,<5 lakhs,2,"Yes, in <10 years"
735,68,Rewari,Working Professional,Married,Graduate,4,2585324.88,Maybe,SUV,Yes,Hyundai,<15 lakhs,4,"Yes, in <20years"
736,19,Pune,None,Single,Post Graduate,3,2504435.949,Yes,SUV,Maybe,Honda,<15 lakhs,4,"Yes, in <10 years"
737,24,Pune,Working Professional,Single,Graduate,4,3011299.006,Maybe,Sedan,No,KIA,<15 lakhs,4,"Yes, possibly after 20 years"
738,26,Pune,Salaried,Single,Post Graduate,2,2344109.748,Yes,SUV,Yes,Maruti Suzuki,<25 lakhs,4,"Yes, possibly after 20 years"
739,32,Noida,None,Married,Post Graduate,4,1450788.312,Yes,Sedan,No,Tata,<15 lakhs,4,"Yes, possibly after 20 years"
740,26,Pune,None,Single,Graduate,4,2599996.743,Maybe,Hatchback,Yes,Maruti,<15 lakhs,3,"Yes, in <20years"
741,24,Pune,Working Professional,Single,Graduate,8,1622570.492,Yes,Hatchback,Yes,Tata,<25 lakhs,4,"Yes, possibly after 20 years"
742,26,Pune,Working Professional,Single,Graduate,4,215942.6255,No,Hatchback,Yes,Nissan,<5 lakhs,4,"Yes, in <20years"
743,29,Pune,Working Professional,Married,Post Graduate,4,3143395.492,Yes,Hatchback,No,Nissan,<25 lakhs,2,"Yes, in <20years"
744,27,Pune,None,Single,Graduate,5,2987584.182,Maybe,SUV,Yes,MG,<25 lakhs,4,"Yes, in <10 years"
745,29,Pune,Working Professional,Married,Post Graduate,5,2083179.528,No,SUV,Maybe,Nissan,<5 lakhs,3,"Yes, in <10 years"
746,25,Pune,None,Married,Graduate,5,1952526.166,Yes,SUV,Maybe,Tata,<5 lakhs,4,"Yes, in <10 years"
747,23,Nashik,Business,Married,Graduate,4,1447100.881,Maybe,SUV,Yes,Hyundai,<5 lakhs,2,"Yes, in <10 years"
748,31,New Delhi,None,Single,Graduate,5,2819311.663,No,SUV,Yes,Tata,<15 lakhs,3,"Yes, in <20years"
749,32,Pune,Business,Married,Graduate,4,1021959.547,Yes,SUV,Yes,Honda,<25 lakhs,4,"Yes, in <20years"
750,32,Pune,Working Professional,Single,Graduate,4,1847423.353,Yes,SUV,Yes,KIA,<15 lakhs,3,"Yes, possibly after 20 years"
751,28,Pune,None,Single,Graduate,4,3021819.679,Yes,Sedan,Yes,Maruti,<15 lakhs,4,"Yes, in <10 years"
752,33,Hakdwani,Working Professional,Single,Graduate,5,1121748.745,Maybe,SUV,No,Hyundai,<5 lakhs,4,"Yes, in <20years"
753,29,Kashipur,None,Single,Graduate,4,1949626.816,Yes,SUV,Yes,KIA,<15 lakhs,4,"Yes, in <20years"
754,28,Pune,None,Single,Post Graduate,5,1609786.834,Yes,SUV,Yes,Nissan,<5 lakhs,4,"Yes, in <20years"
755,28,Pune,Working Professional,Single,Graduate,4,2786043.589,Yes,Cabrio,No,Nissan,<5 lakhs,4,"Yes, in <10 years"
756,30,Pune,Business,Single,Graduate,3,1082875.868,Yes,SUV,No,Hyundai,<15 lakhs,2,"Yes, in <20years"
757,64,Pune,None,Single,Graduate,6,860224.0258,Maybe,SUV,Yes,Hyundai,<5 lakhs,2,"Yes, in <20years"
758,23,Nabha,Business,Single,Post Graduate,4,2480481.553,Yes,SUV,Yes,Tata,<5 lakhs,4,"Yes, possibly after 20 years"
759,30,Patiyala,None,Single,Graduate,6,2507456.358,Yes,SUV,Yes,Honda,<5 lakhs,2,"Yes, in <10 years"
760,54,Pune,None,Single,Post Graduate,4,968259.0935,Yes,SUV,Yes,Tata,<25 lakhs,4,"Yes, in <20years"
761,30,Satara,Working Professional,Married,Graduate,2,1603645.544,Maybe,SUV,Yes,Honda,<5 lakhs,4,"Yes, in <20years"
762,30,Pune,Working Professional,Single,Graduate,5,998216.8191,Yes,Liftback,No,Tata,<15 lakhs,4,"Yes, in <10 years"
763,46,Haldwani,None,Married,Graduate,4,2525401.081,Yes,SUV,Yes,Honda,<15 lakhs,4,"Yes, in <10 years"
764,30,Pune,Working Professional,Single,Graduate,5,2884009.541,Yes,SUV,No,Tata,<15 lakhs,4,"Yes, in <20years"
765,29,Karnal,Working Professional,Single,Graduate,4,2656598.122,Yes,SUV,Yes,Honda,<25 lakhs,2,"Yes, in <10 years"
766,25,Pune,None,Married,Post Graduate,5,2765938.822,Yes,SUV,Yes,Nissan,<5 lakhs,2,"Yes, in <20years"
767,19,Pune,Salaried,Single,Post Graduate,3,1818815.412,No,Cabrio,No,Tata,<5 lakhs,4,"Yes, possibly after 20 years"
768,31,Mumbai,Working Professional,Single,Post Graduate,4,1110952.031,Yes,Liftback,Yes,Honda,<25 lakhs,4,"Yes, in <20years"
769,23,Delhi,None,Single,Post Graduate,3,3207555.679,Yes,Liftback,Yes,Maruti,<25 lakhs,4,"Yes, in <20years"
770,29,Pune,None,Married,Post Graduate,4,3234554.891,Yes,Hatchback,Yes,Maruti,<25 lakhs,4,"Yes, in <10 years"
771,31,Pune,Working Professional,Married,Graduate,4,2710467.776,Yes,SUV,Yes,Tata,<15 lakhs,4,"Yes, in <20years"
772,26,Pune,Business,Married,Graduate,6,2164000.929,Maybe,SUV,Maybe,Maruti,<15 lakhs,2,"Yes, in <10 years"
773,26,Pune,Working Professional,Single,Graduate,4,2506470.817,No,SUV,Yes,MG,<5 lakhs,4,"Yes, in <20years"
774,30,Pune,Working Professional,Single,Graduate,5,2222252.287,No,Hatchback,Yes,KIA,<5 lakhs,4,"Yes, in <10 years"
775,32,Haldwani,Working Professional,Single,Graduate,0,2822075.729,No,Hatchback,Yes,Honda,<15 lakhs,4,"Yes, in <10 years"
776,28,Ahmedabad,Business,Married,Graduate,8,11391388.85,Yes,SUV,Yes,Tata,<15 lakhs,3,"Yes, in <10 years"
777,64,Pune,None,Married,Graduate,3,2610707.427,Yes,Hatchback,Yes,KIA,700000,3,"Yes, in <20years"
778,32,Pune,Working Professional,Single,Graduate,3,1771074.394,Maybe,SUV,Yes,Hyundai,<5 lakhs,2,"Yes, in <20years"
779,29,Pune,Working Professional,Married,Graduate,3,2381228.349,Yes,SUV,Maybe,KIA,<15 lakhs,4,"Yes, in <10 years"
780,27,Pune,None,Single,Graduate,2,1428706.099,Yes,Liftback,No,Hyundai,<15 lakhs,4,"Yes, in <10 years"
781,31,Pune,Working Professional,Married,Post Graduate,4,-376150.8629,Yes,Sedan,Yes,MG,700000,4,"Yes, in <20years"
782,20,Pune,Working Professional,Married,Post Graduate,5,2893817.186,Yes,Hatchback,No,Nissan,<15 lakhs,4,"Yes, in <10 years"
783,27,Pune,Business,Married,Graduate,3,2536594.204,No,Sedan,Yes,Tata,<15 lakhs,2,"Yes, in <10 years"
784,26,Pune,Business,Single,Post Graduate,3,2713622.495,Yes,Liftback,Yes,Nissan,1500000,2,"Yes, in <10 years"
785,27,Gurugram,Working Professional,Single,Graduate,4,2775213.868,Yes,Sedan,Yes,Chevrolet,<15 lakhs,4,"Yes, in <10 years"
786,57,Nellore,Working Professional,Single,Graduate,5,1128897.872,Yes,Sedan,Yes,Maruti Suzuki,<5 lakhs,2,"Yes, in <10 years"
787,49,Delhi,Working Professional,Married,Graduate,5,2211415.753,Yes,Sedan,Yes,Nissan,<15 lakhs,4,"Yes, in <10 years"
788,57,Pune,None,Married,Graduate,4,2059997.004,Yes,Sedan,Yes,KIA,<15 lakhs,2,"Yes, in <10 years"
789,62,Satara,None,Single,Graduate,5,1216167.43,Yes,SUV,Yes,MG,<5 lakhs,4,"Yes, in <10 years"
790,31,Haldwani,Business,Married,Graduate,6,2700052.665,Maybe,Hatchback,Maybe,Maruti,<15 lakhs,2,"Yes, in <20years"
791,26,Pune,None,Single,Post Graduate,8,2042232.185,Maybe,SUV,No,KIA,<15 lakhs,4,"Yes, in <20years"
792,28,Pune,None,Single,Graduate,5,2939813.442,Yes,Liftback,Yes,Tata,<5 lakhs,2,"Yes, in <20years"
793,18,Pune,Business,Single,Graduate,4,2729673.398,Yes,Hatchback,Yes,Tata,<15 lakhs,4,"Yes, possibly after 20 years"
794,31,Pune,Business,Single,Graduate,4,2566962.253,Maybe,SUV,Yes,KIA,<5 lakhs,4,"Yes, in <20years"
795,30,Pune,None,Single,Post Graduate,6,1389914.684,No,Sedan,Yes,KIA,<25 lakhs,2,"Yes, in <20years"
796,21,Pune,None,Single,Graduate,5,3289683.948,Maybe,SUV,Yes,Hyundai,<15 lakhs,3,"Yes, in <10 years"
797,29,Pune,Working Professional,Married,Graduate,5,2736120.891,Maybe,Cabrio,No,MG,>25 lakhs,4,"Yes, in <20years"
798,24,Nashik,Working Professional,Married,Post Graduate,8,1697992.231,Maybe,Cabrio,Yes,KIA,<5 lakhs,4,"Yes, in <20years"
799,32,Pune,None,Single,Graduate,2,1871355.738,Maybe,SUV,Yes,KIA,<15 lakhs,4,"Yes, in <20years"
800,32,Pune,Working Professional,Single,Graduate,6,2662716.202,No,SUV,Yes,Suzuki,<15 lakhs,4,"Yes, in <10 years"
801,30,Pune,None,Single,Graduate,8,1870535.502,No,SUV,Yes,Volkswagen,<25 lakhs,4,"Yes, in <20years"
802,29,Pune,Working Professional,Single,Graduate,5,3064561.194,Yes,Sedan,Yes,KIA,>25 lakhs,2,"Yes, in <20years"
803,31,Pune,Working Professional,Married,Graduate,0,2889468.348,Yes,Cabrio,Yes,Volkswagen,<5 lakhs,4,"Yes, in <10 years"
804,25,Pune,None,Single,Post Graduate,0,2652118.267,Yes,SUV,No,Nissan,<15 lakhs,4,"Yes, in <20years"
805,65,Pune,Business,Married,Graduate,4,2496830.573,Yes,Hatchback,Yes,Suzuki,<15 lakhs,2,"Yes, possibly after 20 years"
806,28,Pune,None,Married,Post Graduate,4,2227321.714,No,Hatchback,Yes,Volkswagen,>25 lakhs,2,"Yes, in <10 years"
807,15,Pune,None,Single,Post Graduate,4,2355658.785,Yes,Sedan,Yes,KIA,700000,4,"Yes, in <20years"
808,27,Gurugram,None,Married,Graduate,0,2028166.215,No,Sedan,Yes,Honda,700000,4,"Yes, in <10 years"
809,23,Pune,Working Professional,Single,Post Graduate,5,2352220.472,Maybe,SUV,No,Honda,<15 lakhs,4,"Yes, in <10 years"
810,29,Pune,None,Single,Graduate,5,1281214.877,Yes,SUV,Yes,Maruti Suzuki,<5 lakhs,4,"Yes, in <10 years"
811,22,Satara,Working Professional,Married,Graduate,5,2351093.134,Yes,SUV,Maybe,KIA,<25 lakhs,4,"Yes, in <10 years"
812,29,Pune,Business,Single,Graduate,3,2564196.539,Yes,Hatchback,No,Nissan,<15 lakhs,4,"Yes, possibly after 20 years"
